Formula target PBE cell_range_Electronegativity cell_mean_Electronegativity cell_mean_MeltingT cell_mean_GSvolume_pa cell_range_Number cell_Max_Electronegativity cell_Max_CovalentRadius cell_Max_GSvolume_pa cell_reduce_MeltingT
Se2Zr1 1.202815 0.5 1.256667 1.071667 519.333333 12.505833 9.333333 1.7 80.0 17.28 224.91056899999998
Cl2Cr2S2 1.9888759999999999 0.85 0.5 0.8222219999999999 304.44 6.8304860000000005 2.666667 1.053333 46.333333 8.595625 37.617382
Ni1O2 2.9726169999999996 1.69 1.656667 1.465 306.266667 4.755 4.0 2.293333 44.0 6.07 34.354375
Ag2Bi2O4 3.240909 2.29 1.2375 0.9025 157.410833 5.624167 16.75 1.72 37.0 8.2375 21.239116
Cl4Tl2 2.808011 1.84 1.566667 1.323333 153.366667 12.650833 15.666667000000002 2.106667 68.0 16.331667000000003 71.733101
Bi2Cl6 4.184514 3.21 1.865 1.4375 132.4 13.305311999999999 8.0 2.37 76.5 18.373125 66.148301
Te2V2 1.1418760000000001 0.6 0.235 0.9325 726.415 11.943333 14.5 1.05 76.5 17.381667 271.464449
Bi2I2S2 2.3130189999999997 1.67 0.213333 0.806667 146.623333 11.305764 22.333333 0.886667 49.333333 14.338332999999999 47.640851
Er2I2Se2 3.266683 2.37 0.473333 0.716667 294.53888900000004 11.057777999999999 11.333333 0.886667 63.0 14.338332999999999 64.421643
Au1K1Se2 2.103917 1.18 1.07 0.705 221.821667 11.803889 15.0 1.275 60.0 18.276667 52.838398
I6Ta2 0.380853 0.09 1.62 1.185 556.31875 18.395625 21.5 1.995 104.25 32.26125 214.479643
Br2S2Sb2 2.1161830000000004 1.44 0.303333 0.843333 173.104444 9.647431 11.666667 0.986667 46.333333 10.52 44.781069
In2Te2 2.013236 1.37 0.16 0.97 288.1025 14.755832999999999 1.5 1.05 71.0 17.381667 134.745071
Br2Pd1 0.991008 0.23 1.24 1.353333 393.275 12.228333000000001 8.0 1.9733330000000002 80.0 19.653333 137.279029
Bi2Br2O2 3.3314790000000003 2.41 0.473333 0.9355559999999999 96.111111 7.948333 25.0 1.146667 49.333333 10.983333 13.977829999999999
Cl4V2 0.38553000000000004 0.28 1.563333 1.325 421.033333 10.334166999999999 3.666667 2.106667 68.0 16.331667000000003 98.858048
Cr1S1Se1 1.409342 0.8 0.306667 0.754444 340.262222 6.988542 6.0 0.86 46.333333 8.64 65.903015
C6Sb2 0.446615 0.01 1.4 1.2125 1546.5975 6.06 8.25 1.9125 57.0 7.89 209.44066
Br4Zr2 1.2484389999999999 0.58 1.53 1.208333 443.266667 13.6925 10.0 1.9733330000000002 80.0 19.653333 141.78132
Hg1I2 1.873574 1.0 1.106667 1.22 168.003333 18.544598 8.666667 1.7733330000000003 92.666667 28.676667 59.950326000000004
Cl6In2 5.252741 3.86 1.925 1.4075 118.06875 12.219063 0.5 2.37 76.5 18.373125 58.555741000000005
Br6Cr2 3.3251690000000003 1.83 1.805 1.3175 372.175 12.45375 20.25 2.22 90.0 22.11 145.96057
I6In2 1.8002150000000001 1.0 1.55 1.22 198.7875 19.163125 27.5 1.995 104.25 32.26125 78.404446
Al6I2Te6 2.716149 1.98 0.52 0.656667 255.011429 9.36881 16.714285999999998 0.9 59.14285699999999 14.898570999999999 41.975687
Br2Rh2Se2 0.5981449999999999 0.11 0.226667 0.865556 332.977778 7.671111 3.666667 0.986667 47.333333 9.826667 53.474111
Cl2O2Rh2 1.829607 1.01 0.386667 0.986667 273.71111099999996 5.249167 12.333333 1.146667 47.333333 8.165833000000001 13.592842999999998
Se2Zr1 1.5772709999999999 0.79 1.256667 1.071667 519.333333 12.505833 9.333333 1.7 80.0 17.28 224.91056899999998
Bi2Ge1Te4 1.459435 0.98 0.9128569999999999 0.688095 247.18285699999998 10.855159 25.142857 1.2 78.85714300000001 19.864762 68.356702
Ga1P1 2.948155 1.9 0.19 1.0 155.0525 10.356935 8.0 1.095 61.0 11.285119 77.484516
I2W1 0.098347 0.03 0.986667 1.28 744.783333 17.013333 10.666667 1.7733330000000003 92.666667 28.676667 213.24781299999998
Pb1S2 3.108517 2.28 0.943333 1.248333 229.555 13.280625 16.666667 1.72 70.0 17.19125 112.900999
C1Cr2F2 0.604995 0.56 1.082 0.922 552.666667 3.1623330000000003 8.4 1.5919999999999999 55.6 4.476 20.331966
Ge1O1 2.901015 2.12 0.715 1.3625 316.55 8.0275 12.0 1.72 60.0 11.5025 26.214153
Cl2Zn1 5.046061 3.84 1.556667 1.328333 172.64666699999998 10.4925 1.333333 2.106667 68.0 16.331667000000003 76.497849
H2Mg3O4 3.854574 2.62 1.092222 0.818148 111.71185200000001 4.3822220000000005 3.777778 1.528889 47.0 7.63 2.73592
Cl9Mo2Rb3 1.8037159999999999 1.45 1.8557139999999999 0.838571 196.994762 12.476786 4.928571 2.031429 65.57142900000001 19.440535999999998 37.853866
Br6Sb2 3.2179029999999997 2.51 1.7075 1.36625 212.6475 15.0 13.5 2.22 90.0 22.11 105.907983
Ag1Bi1P2Se6 2.343373 1.63 1.337 0.59075 134.44825 6.248512 17.4 1.53 72.0 15.552 21.930667
Cl2Mo2Se2 2.1263389999999998 1.05 0.333333 0.874444 395.733333 7.3452779999999995 8.333333 1.053333 51.333333 8.64 40.664782
Co1Se2 0.152256 0.01 1.073333 1.163333 459.333333 10.3475 13.666667000000002 1.7 80.0 17.28 211.27043999999998
Se2Sn1 1.4926540000000001 0.88 1.046667 1.176667 248.846667 14.1875 6.0 1.7 80.0 17.28 111.407078
Br2Cd1 3.6412690000000003 2.58 1.41 1.268333 187.636667 13.075833 7.3333330000000005 1.9733330000000002 80.0 19.653333 93.528081
I6Sc2 3.3598209999999997 2.63 1.655 1.1675 371.81875 18.91 34.5 1.995 104.25 32.26125 176.93749499999998
Te1Zn1 2.5779080000000003 1.87 0.225 0.9375 353.835 12.180833 11.0 1.05 69.0 17.381667 176.83812
Co2I6 1.9020759999999999 1.14 1.525 1.2325 366.06875 17.41125 33.0 1.995 104.25 32.26125 175.159413
C1Cr2 0.082784 0.01 0.25666700000000003 0.978333 1363.833333 4.67 14.0 1.106667 92.666667 7.46 678.979999
Cl2Hg1 3.247413 2.09 1.44 1.386667 96.253333 12.372098 15.333332999999998 2.106667 68.0 16.331667000000003 46.416069
As2Ce1Li2 1.147721 0.18 0.648 0.496 277.22533300000003 7.651778 12.0 0.872 51.2 8.87 80.1765
Ge2Se2 1.069485 0.56 0.27 1.14 426.35 12.23125 1.0 1.275 60.0 12.96 175.451976
C1H2O2Sc2 0.966199 0.26 0.618571 0.591071 271.022143 2.9125 5.714286 0.982857 48.571428999999995 6.352857 3.150096
Cl2W1 0.398903 0.01 1.32 1.446667 673.033333 10.840833 13.333332999999998 2.106667 68.0 16.331667000000003 104.67733100000001
Al2Cl6 7.05196 5.53 1.9675 1.38625 181.03375 11.246563 9.5 2.37 76.5 18.373125 82.952481
Br2Zn1 4.859301 3.77 1.423333 1.261667 204.04666699999999 12.153333 13.333332999999998 1.9733330000000002 80.0 19.653333 100.257209
C1H2Si1 4.758293 3.71 0.625 0.7375 461.501667 3.275833 3.0 1.1 27.75 5.11 6.84123
Cd2P2S6 3.08796 1.96 1.21 0.774667 138.44 7.961724 6.6 1.548 63.0 15.472125 35.132219
Bi2I2O2 2.7373380000000003 2.04 0.473333 0.902222 109.56111100000001 9.452222 25.0 1.146667 49.333333 14.338332999999999 14.703693
Cl6Tl2 2.756063 1.64 1.965 1.3875 136.475 12.550312 7.5 2.37 76.5 18.373125 68.016029
As1Na3 0.7485649999999999 0.29 0.1525 0.62125 275.32625 13.738125 0.0 0.6975 124.5 21.9325 137.648619
P2Sn2 1.9412099999999999 1.29 0.115 1.0375 205.595 13.96381 17.5 1.095 69.5 16.6425 97.437854
I2Sn1 2.7048400000000004 2.05 1.12 1.213333 213.13 19.885832999999998 18.666667 1.7733330000000003 92.666667 28.676667 101.86281600000001
Al1Sb1 2.248395 1.41 0.22 0.915 459.3125 12.01 19.0 1.025 69.5 15.78 229.596276
C6N8 2.802101 1.2 0.6442859999999999 1.415 837.228571 5.428214 1.4285709999999998 1.737143 40.571428999999995 8.439286 35.25336
Ga2Se2 2.565473 1.73 0.37 1.09 199.2275 11.194375 1.5 1.275 61.0 12.96 93.886098
Al2Cl6 5.262782 3.86 1.9675 1.38625 181.03375 11.246563 9.5 2.37 76.5 18.373125 82.952481
O18Te8 3.723779 2.61 1.735385 1.5138459999999998 130.147692 8.499936 10.461538000000001 2.381538 45.692308000000004 10.69641 32.408871000000005
C18 0.9205190000000001 0.5 0.0 2.55 3823.0 5.64 0.0 2.55 76.0 5.64 3823.0
Cl6Mo2 0.683642 0.31 1.83 1.455 426.35 11.147812 2.25 2.37 76.5 18.373125 109.27500900000001
Al2I2O2 3.3062989999999997 2.23 0.61 0.856667 152.791111 7.622222 15.0 1.146667 46.333333 14.338332999999999 15.217623000000001
Ir2S2 0.8572540000000001 0.44 0.19 1.195 781.84 9.999219 30.5 1.29 70.5 12.893436999999999 170.066452
Br2Ca1 6.4888330000000005 5.02 1.64 1.153333 274.433333 16.121667000000002 16.666667 1.9733330000000002 80.0 19.653333 119.99149799999999
Pt1Te2 1.1593639999999998 0.61 0.64 1.08 581.12 14.091110999999998 8.666667 1.4 92.0 23.175556 282.06798399999997
Ca1I2 5.135662 3.92 1.44 1.053333 314.783333 20.633333 28.666666999999997 1.7733330000000003 92.666667 28.676667 152.252078
Al2Mg1Se4 2.124916 1.21 1.27 0.701429 226.94952400000003 7.596667 17.714285999999998 1.457143 68.57142900000001 14.811429 67.22270400000001
Cl4Mn2 3.899488 2.54 1.59 1.311667 310.366667 9.913764 3.0 2.106667 68.0 16.331667000000003 93.316293
Br2Zn1 3.848404 2.82 1.423333 1.261667 204.04666699999999 12.153333 13.333332999999998 1.9733330000000002 80.0 19.653333 100.257209
Cl6Ga2 5.600344000000001 4.13 1.9175 1.41125 102.21375 11.54375 5.0 2.37 76.5 18.373125 47.675236
Hf1Se2 1.322175 0.64 1.266667 1.066667 582.333333 12.34 1.333333 1.7 80.0 17.28 236.207594
S2W1 2.5894150000000002 1.76 0.933333 1.253333 745.286667 11.270625 14.0 1.72 70.0 17.19125 213.93560699999998
S2Sc2 0.929982 0.64 0.61 0.985 550.59 12.005469 2.5 1.29 85.0 12.893436999999999 159.93866599999998
Bi2Se2 0.675189 0.43 0.265 1.1425 259.6 14.7175 24.5 1.275 74.0 16.475 129.494222
Mo1Te2 1.498748 1.07 0.68 1.06 723.553333 14.202778 20.666667 1.4 92.0 23.175556 321.380496
As2Cl6 5.023137999999999 3.86 1.825 1.4575 200.6 11.958437 4.5 2.37 76.5 18.373125 87.414631
Br2O2Tl2 1.8545189999999998 0.89 0.606667 0.8911110000000001 99.733333 7.277222 24.333333 1.146667 48.333333 9.826667 14.038927
Br6Sc2 3.9523980000000005 3.0 1.88 1.28 326.425 13.834375 21.0 2.22 90.0 22.11 138.47779
Bi2Cl2O2 3.685662 2.71 0.473333 0.957778 85.644444 7.394722 25.0 1.146667 49.333333 10.983333 12.863772
Cl6Mn2 2.874908 1.5 1.9825 1.37875 254.225 10.497511 6.5 2.37 76.5 18.373125 96.123168
Ca2Sn2 0.158572 0.01 0.48 0.74 405.02 17.76375 15.0 0.98 88.0 18.885 173.807528
Ge1Te1 2.349707 1.66 0.045 1.0275 483.515 14.442082999999998 10.0 1.05 69.0 17.381667 226.319329
Cd1I2 2.912878 1.86 1.21 1.168333 227.98666699999998 17.5875 19.333333 1.7733330000000003 92.666667 28.676667 112.03092099999999
Cl6Ru2 1.970102 1.2 1.82 1.46 390.225 10.875313 1.75 2.37 76.5 18.373125 107.476744
Al2Br2Se2 2.354818 1.49 0.45 0.791111 188.14111100000002 7.986667 7.3333330000000005 0.986667 40.333333 9.826667 48.606521
Br2Hf2N2 2.998918 2.02 0.58 0.8111109999999999 314.983333 7.3831940000000005 21.666667 1.013333 58.333332999999996 9.826667 16.648605
As2Te3 1.164498 0.63 0.38799999999999996 1.0659999999999998 434.798 14.864 18.0 1.26 82.8 20.858 217.39733900000002
Br4Hf2 1.5397239999999999 0.86 1.54 1.203333 506.266667 13.526667000000002 0.666667 1.9733330000000002 80.0 19.653333 146.18883300000002
Cl2Os1 2.918364 2.43 1.373333 1.42 608.2 10.514167 14.0 2.106667 68.0 16.331667000000003 103.640908
Cl2Pd1 1.651635 0.63 1.373333 1.42 361.875 10.5675 4.0 2.106667 68.0 16.331667000000003 96.31729200000001
Ba2Br2Cl2 6.268366 5.09 0.756667 0.778889 159.71111100000002 13.063056 13.0 1.053333 71.666667 21.196667 31.477028999999998
Cl6Rh2 3.339496 2.38 1.8 1.47 343.975 10.891562 1.5 2.37 76.5 18.373125 104.62311899999999
O2Pt1 3.3964760000000003 2.21 1.533333 1.526667 358.5 5.538333000000001 20.666667 2.293333 45.333333 6.07 34.671849
Sb2Te3 1.18513 0.66 0.44 1.04 397.55400000000003 16.741 10.8 1.26 82.8 20.858 197.143227
Cd1Te1 1.967127 1.26 0.205 0.9475 329.22 13.564582999999999 2.0 1.05 72.0 17.381667 163.044099
Br2V1 2.46348 1.3 1.43 1.258333 452.433333 11.995 15.666667000000002 1.9733330000000002 80.0 19.653333 142.498932
Al1N1 4.099623 2.9 0.715 1.1625 249.13 7.812188000000001 3.0 1.52 60.5 8.24 29.530408
Br2Ga2O2 4.163404 2.86 0.543333 0.912222 69.278889 6.3825 9.0 1.146667 40.666667 9.826667 13.169134
Cl2O2W2 0.121396 0.01 0.36 0.995556 435.711111 5.5169440000000005 22.0 1.146667 54.0 8.165833000000001 13.691325
Hf2Te2 0.222558 0.06 0.4 0.85 807.165 14.240832999999999 10.0 1.05 87.5 17.381667 280.454734
Cl2Sn1 3.251691 2.38 1.453333 1.38 141.38 13.713332999999999 5.3333330000000005 2.106667 68.0 16.331667000000003 68.11565999999999
Te2Ti2 0.619563 0.27 0.28 0.91 665.915 12.863333 15.0 1.05 80.0 17.381667 263.299944
Br2N2Zr2 2.872796 1.82 0.57 0.814444 272.983333 7.49375 11.0 1.013333 58.333332999999996 9.826667 16.589872
I2V1 2.9283900000000003 2.57 1.23 1.158333 492.783333 16.506667 27.666666999999997 1.7733330000000003 92.666667 28.676667 190.413535
Ba1Br2 6.125558 4.96 1.676667 1.135 255.26666699999998 20.425 4.6666669999999995 1.9733330000000002 80.0 21.196667 115.696004
Cl6Ir2 3.559311 2.64 1.82 1.46 406.725 10.962812 6.5 2.37 76.5 18.373125 108.337728
H2Ni1O2 3.15342 2.24 0.9940000000000001 0.879333 124.37466699999999 2.784 5.2 1.376 26.4 3.642 4.406103
Cr2I6 2.392758 1.11 1.58 1.205 417.56875 17.529375 33.75 1.995 104.25 32.26125 189.340004
Br2O2Zr2 0.205947 0.01 0.703333 0.8588889999999999 272.066667 6.864444000000001 10.666667 1.146667 58.333332999999996 9.826667 14.827779000000001
Cl6Ti2 2.80726 2.63 1.985 1.3775 306.975 11.272812 7.25 2.37 76.5 18.373125 101.721109
Te2Zr2 0.802137 0.49 0.385 0.8575 712.665 14.489582999999998 6.0 1.05 87.5 17.381667 269.730603
Cl6Co2 1.54203 0.44 1.9 1.42 285.35 10.467188 6.0 2.37 76.5 18.373125 99.676538
C1F2Y2 1.9792 1.14 1.104 0.863333 501.866667 5.985666999999999 14.4 1.5919999999999999 76.0 12.946 20.232059
Cl4Hg2 4.894481 3.47 1.44 1.386667 96.253333 12.372098 15.333332999999998 2.106667 68.0 16.331667000000003 46.416069
Bi2Se3 1.497507 0.88 0.722 1.169 257.08 14.366 12.8 1.53 72.0 15.552 125.533033
Pt1Se2 1.951036 1.25 0.94 1.23 504.9 11.143333 3.333333 1.7 80.0 17.28 221.92548599999998
Pb1Se1 2.54613 1.81 0.11 1.22 273.6525 13.5075 24.0 1.275 73.0 14.055 135.528334
N2Sn2 0.9594530000000001 0.18 0.54 1.25 142.0325 12.013437 21.5 1.52 69.5 16.6425 28.026415000000004
As1In1 1.4945760000000001 0.81 0.2 0.99 379.9375 11.60875 8.0 1.09 71.0 12.13 154.113341
Te2Ti1 1.195117 0.75 0.886667 0.956667 564.386667 14.369444 27.333333000000003 1.4 92.0 23.175556 276.14698
Br2Ge1 3.1706380000000003 2.34 1.303333 1.321667 290.5 13.660832999999998 12.666667 1.9733330000000002 80.0 19.653333 123.155525
In2Se2 2.180748 1.43 0.385 1.0825 230.9375 12.545 7.5 1.275 71.0 12.96 114.910149
As2I6 3.161408 2.22 1.45 1.27 281.31875 18.9025 31.5 1.995 104.25 32.26125 140.52115
Cl6Y2 6.6100449999999995 5.13 2.065 1.3375 289.225 13.232187 3.0 2.37 76.5 18.373125 100.06539000000001
Bi2O2 1.74167 0.91 0.71 1.365 149.8 10.51375 37.5 1.72 74.0 16.475 24.894126
Br2Re1 1.381208 0.93 1.34 1.303333 665.1 12.269167 1.666667 1.9733330000000002 80.0 19.653333 153.594647
Se2Tl2 0.9498549999999999 0.48 0.465 1.0425 267.75 13.2075 23.5 1.275 72.5 13.455 133.070962
O2Pb1 2.3266430000000002 1.24 1.516667 1.535 118.368333 7.72 22.0 2.293333 48.666667 9.37 30.895489
As2O8Sb2 4.736004 3.42 1.9516669999999998 0.999444 122.94333300000001 5.008611 3.166667 2.293333 44.0 6.07 25.30644
Bi1Cl1Te1 2.345725 1.74 0.38 0.8088890000000001 159.851111 10.245648 22.0 1.053333 49.333333 11.587778 36.839874
Cl6In2 4.31006 2.94 1.925 1.4075 118.06875 12.219063 0.5 2.37 76.5 18.373125 58.555741000000005
Ag1In1P2S6 2.4908650000000003 1.64 1.37 0.58925 115.736 6.011293 6.6 1.548 63.0 15.472125 19.449019
Br2Sr1 6.197787 5.0 1.656667 1.145 263.6 18.865 10.666667 1.9733330000000002 80.0 19.653333 117.64036399999999
Cl2Hg1 3.654753 2.44 1.44 1.386667 96.253333 12.372098 15.333332999999998 2.106667 68.0 16.331667000000003 46.416069
Ge2N2 2.270679 1.14 0.515 1.2625 318.6125 9.443437 12.5 1.52 60.0 11.5025 29.965384999999998
I6Tl2 0.940457 0.31 1.59 1.2 217.19375 19.494375 19.5 1.995 104.25 32.26125 96.347925
Ge2S2 1.1570340000000001 0.73 0.285 1.1475 399.94 12.197969 8.0 1.29 60.0 12.893436999999999 147.04058899999998
I2Mg1 4.697951 3.64 1.336667 1.105 282.783333 18.153333 31.333333000000003 1.7733330000000003 92.666667 28.676667 140.29686999999998
Ge1Se2 0.16187 0.01 1.03 1.185 366.566667 12.474167 12.0 1.7 80.0 17.28 181.39238
Cl2N2Zr2 3.026459 1.91 0.61 0.836667 262.516667 6.940139 11.0 1.053333 58.333332999999996 8.165833000000001 15.043571
Br2Sn1 2.960273 2.17 1.32 1.313333 172.78 15.374167000000002 6.6666669999999995 1.9733330000000002 80.0 19.653333 86.333465
Br2Ga2Se2 1.481455 0.74 0.383333 0.813333 118.07888899999999 8.250833 1.333333 0.986667 40.666667 9.826667 36.679092
Ca1I2 4.389752 3.31 1.44 1.053333 314.783333 20.633333 28.666666999999997 1.7733330000000003 92.666667 28.676667 152.252078
Cl2Pb1 4.468724 3.51 1.33 1.441667 157.30166699999998 12.850833 16.0 2.106667 68.0 16.331667000000003 72.800441
Br2Rh2S2 1.069609 0.47 0.226667 0.8688889999999999 321.24 7.656319 9.666667 0.986667 47.333333 9.826667 49.13388
Cl2Ga2O2 5.711169 4.26 0.543333 0.934444 58.812222 5.828889 7.6666669999999995 1.146667 40.666667 8.165833000000001 12.175674
Re2Te2 0.160186 0.01 0.1 1.0 1045.415 12.354583 11.5 1.05 75.5 17.381667 298.88620099999997
Br2Zr1 1.385669 0.86 1.53 1.208333 443.266667 13.6925 10.0 1.9733330000000002 80.0 19.653333 141.78132
Br6V2 1.418675 1.1 1.8125 1.31375 372.55 12.68125 20.5 2.22 90.0 22.11 146.01431000000002
Br2Mg1 4.8638699999999995 3.75 1.536667 1.205 242.433333 13.641667000000002 19.333333 1.9733330000000002 80.0 19.653333 112.44025800000001
Cl4Zr2 1.376439 0.59 1.6633330000000002 1.275 411.866667 12.031667 2.0 2.106667 68.0 16.331667000000003 98.51214
Ga2Te2 2.100177 1.41 0.145 0.9775 256.3925 13.405207999999998 10.5 1.05 69.0 17.381667 106.721599
Te2W1 1.462067 1.04 0.613333 1.0933329999999999 856.72 14.262777999999999 10.0 1.4 92.0 23.175556 346.311604
Bi2Se2Te1 1.4820799999999998 0.91 0.6 0.749333 186.630667 10.166889 22.8 1.02 59.2 13.18 60.34339
Sb3Si1 0.18152000000000001 0.01 1.0625 1.00625 549.7925 14.39 34.75 1.5375 104.25 23.67 259.98618700000003
Mo2O2 0.190398 0.01 0.64 1.4 737.7 6.19875 17.0 1.72 77.0 7.845 26.891147999999998
Mg2P2Se6 3.223495 2.03 1.268 0.743333 181.48666699999998 8.214683 18.0 1.53 72.0 15.552 40.735031
Br2Cr2O2 2.825587 1.43 0.593333 0.8955559999999999 277.844444 5.530556 9.0 1.146667 46.333333 9.826667 14.835177
Se2W2 0.029899000000000002 0.01 0.095 1.2275 1047.25 10.4925 20.0 1.275 81.0 12.96 217.871807
Bi2I6 3.190741 2.39 1.49 1.25 213.11875 20.249375 19.0 1.995 104.25 32.26125 92.642514
O2Sn1 2.064934 0.81 1.64 1.473333 102.446667 8.5825 11.333333 2.293333 46.333333 11.095 30.019288
Cl2In2O2 4.123176 2.73 0.553333 0.931111 72.905556 6.429167 13.666667000000002 1.146667 47.333333 8.165833000000001 12.625012
In2S2 2.4726790000000003 1.64 0.4 1.09 204.5275 12.511719 16.5 1.29 71.0 12.893436999999999 102.001999
Br6Os2 1.416139 0.8 1.67 1.385 512.925 12.81625 7.25 2.22 90.0 22.11 160.610981
Se2Sn1 0.626259 0.06 1.046667 1.176667 248.846667 14.1875 6.0 1.7 80.0 17.28 111.407078
Fe1Ga2S4 2.669816 1.89 1.212857 0.7509520000000001 189.06 7.21869 5.428571 1.474286 60.0 14.735357 50.185728999999995
Br2Cr2S2 2.403195 0.75 0.43333299999999997 0.8 314.90666699999997 7.384097 6.3333330000000005 0.986667 46.333333 9.826667 49.049374
C16Cl8Ge2H48N4 4.167701 3.15 1.302308 0.481692 168.944308 1.8175 1.384615 1.3538459999999999 19.076923 4.070769 1.939659
Bi1O2 1.97976 0.42 1.62 1.483333 109.0 8.526667 22.333333 2.293333 49.333333 10.983333 30.410928000000002
C1Cr2H2O2 0.969593 0.15 0.618571 0.6125 297.165 2.123571 6.571428999999999 0.982857 39.714286 3.197143 3.153314
Cl2S2Tl2 1.0022280000000001 0.12 0.513333 0.817778 126.32888899999999 8.577153 21.666667 1.053333 48.333333 8.97 32.88758
O2Rh1 0.066322 0.01 1.533333 1.526667 391.1 5.308333 9.666667 2.293333 47.333333 6.07 34.827011999999996
Cl6Tl2 3.498379 2.38 1.965 1.3875 136.475 12.550312 7.5 2.37 76.5 18.373125 68.016029
Pb1S2 1.3259530000000002 0.71 0.943333 1.248333 229.555 13.280625 16.666667 1.72 70.0 17.19125 112.900999
Ir2O2 0.375577 0.15 0.62 1.41 698.45 5.82875 34.5 1.72 70.5 7.105 26.862553000000002
Cl6Cr2 3.523239 2.51 1.955 1.3925 336.85 10.585312 6.75 2.37 76.5 18.373125 104.113849
