Formula target PBE cell_range_Electronegativity cell_mean_Electronegativity cell_mean_MeltingT cell_mean_GSvolume_pa cell_range_Number cell_Max_Electronegativity cell_Max_CovalentRadius cell_Max_GSvolume_pa cell_reduce_MeltingT
Br2O2Rh2 1.6077219999999999 0.8 0.386667 0.9644440000000001 284.177778 5.802778 12.333333 1.146667 47.333333 9.826667 14.842898000000002
Al2Br2O2 5.486307 4.11 0.61 0.89 139.341111 6.118333 9.0 1.146667 40.333333 9.826667 14.441471
Al1N1 4.09998 2.91 0.715 1.1625 249.13 7.812188000000001 3.0 1.52 60.5 8.24 29.530408
Al2Br6 3.69757 2.58 1.8175 1.31125 216.35875 13.115 23.0 2.22 90.0 22.11 107.510815
Cl2O2Ru2 1.8131849999999998 0.87 0.413333 0.977778 314.822222 5.2347220000000005 12.0 1.146667 48.666667 8.165833000000001 13.628101999999998
F2Si2 1.607268 0.69 1.04 1.47 435.125 7.536875 2.5 1.99 55.5 10.22 25.927751
Te2Zr1 0.090556 0.01 0.956667 0.921667 595.553333 15.453610999999999 21.333333 1.4 92.0 23.175556 286.907877
Cl2H2Lu2 0.5319550000000001 0.01 0.63 0.736667 235.734444 6.664167 23.333333 1.053333 62.333332999999996 9.621667 4.288811
In2P6 1.434506 0.76 1.1975 1.04375 172.70625 11.496339 1.0 1.6425 80.25 16.927679 74.02001700000001
C1H2O2Y2 0.8945790000000001 0.47 0.634286 0.581071 269.950714 3.636071 10.857142999999999 0.982857 54.285714 9.247143 3.149936
Bi2S2 0.876332 0.65 0.28 1.15 233.19 14.684219 33.5 1.29 74.0 16.475 113.33203799999998
Cl6W2 1.337045 0.74 1.78 1.48 526.225 11.192812 5.75 2.37 76.5 18.373125 112.96178
Bi2I2O2 2.7373380000000003 2.04 0.473333 0.902222 109.56111100000001 9.452222 25.0 1.146667 49.333333 14.338332999999999 14.703693
Ba1Cl2 6.016648 4.74 1.81 1.201667 223.866667 18.764167 7.3333330000000005 2.106667 71.666667 21.196667 85.169744
Cl6In2 5.252741 3.86 1.925 1.4075 118.06875 12.219063 0.5 2.37 76.5 18.373125 58.555741000000005
Br6Cr2 3.3251690000000003 1.83 1.805 1.3175 372.175 12.45375 20.25 2.22 90.0 22.11 145.96057
B1P1 2.0197279999999997 0.92 0.075 1.0575 666.325 7.435685 5.0 1.095 53.5 11.285119 139.762954
Cl4V2 0.38553000000000004 0.28 1.563333 1.325 421.033333 10.334166999999999 3.666667 2.106667 68.0 16.331667000000003 98.858048
Ga1N1 3.809653 2.53 0.615 1.2125 91.49 8.406562 12.0 1.52 61.0 9.42875 26.093664999999998
Bi2Cl2S2 2.57246 1.76 0.38 0.8622219999999999 122.706667 9.248264 22.333333 1.053333 49.333333 10.983333 32.554241999999995
Cl2Mo2S2 2.188759 1.29 0.333333 0.8777780000000001 383.995556 7.3304860000000005 8.666667 1.053333 51.333333 8.595625 38.105078999999996
Hg1Se2 0.927133 0.01 1.033333 1.183333 203.72 12.846264 4.0 1.7 80.0 17.28 63.133538
Br2S2Sb2 2.1161830000000004 1.44 0.303333 0.843333 173.104444 9.647431 11.666667 0.986667 46.333333 10.52 44.781069
Br2Ho2O2 5.023899 3.73 0.736667 0.847778 229.73333300000002 7.702037 19.666667 1.146667 64.0 10.244444 14.760488
Cl2Ni1 2.657432 1.72 1.47 1.371667 345.2 9.885833 2.0 2.106667 68.0 16.331667000000003 95.44380100000001
O1Tl2 1.9540919999999997 1.03 0.06666699999999999 1.113333 201.466667 10.4875 51.333333 1.146667 96.666667 17.94 17.438562
Br2O2Ru2 0.318056 0.86 0.413333 0.955556 325.28888900000004 5.788333000000001 12.0 1.146667 48.666667 9.826667 14.884948999999999
Se2Zr2 0.44159799999999994 0.11 0.61 0.97 655.5 12.27875 3.0 1.275 87.5 12.96 200.463768
Bi4Se6 1.84727 1.15 0.722 1.169 257.08 14.366 12.8 1.53 72.0 15.552 125.533033
Bi2Pb1Se4 1.461926 0.93 1.1242860000000001 0.789048 174.54333300000002 9.41381 12.0 1.457143 68.57142900000001 14.811429 46.23973
O1Pb1 2.708543 1.65 0.555 1.4425 163.8525 9.30375 37.0 1.72 73.0 14.055 25.109037
Cl2Zn1 6.279138 5.05 1.556667 1.328333 172.64666699999998 10.4925 1.333333 2.106667 68.0 16.331667000000003 76.497849
Br2Mg1 4.8638699999999995 3.75 1.536667 1.205 242.433333 13.641667000000002 19.333333 1.9733330000000002 80.0 19.653333 112.44025800000001
Ca2Si2 0.130924 0.01 0.45 0.725 700.5 14.5525 3.0 0.95 88.0 18.885 335.653997
H2Mn1O2 1.9338229999999998 1.42 1.0659999999999998 0.855333 110.44133300000001 2.795172 4.6 1.376 27.8 3.642 4.398388
S2Sn1 2.517988 1.74 1.066667 1.186667 213.633333 14.143125 6.0 1.72 70.0 17.19125 102.019488
Cr2Si2Te6 1.475655 0.39 0.9279999999999999 0.657333 402.332 9.061333 28.4 1.26 82.8 20.858 132.21019099999998
Br2N2Pt2 1.228656 0.37 0.253333 0.92 263.361111 6.585417 23.666667 1.013333 45.333333 9.826667 16.573428
Br2Mn1 3.562445 2.28 1.456667 1.245 341.766667 11.574598 15.0 1.9733330000000002 80.0 19.653333 131.26246
Br2Zn1 4.859301 3.77 1.423333 1.261667 204.04666699999999 12.153333 13.333332999999998 1.9733330000000002 80.0 19.653333 100.257209
Ba2Br2Cl2 6.268366 5.09 0.756667 0.778889 159.71111100000002 13.063056 13.0 1.053333 71.666667 21.196667 31.477028999999998
I6In2 1.8002150000000001 1.0 1.55 1.22 198.7875 19.163125 27.5 1.995 104.25 32.26125 78.404446
C16Cl8Ge2H48N4 4.167701 3.15 1.302308 0.481692 168.944308 1.8175 1.384615 1.3538459999999999 19.076923 4.070769 1.939659
S2Tl2 1.102769 0.56 0.48 1.05 241.34 13.174219 32.5 1.29 72.5 13.455 116.062257
Ge2P2 1.9766080000000001 1.22 0.09 1.05 382.175 11.39381 8.5 1.095 60.0 11.5025 125.72029199999999
Cl2Pb1 4.468724 3.51 1.33 1.441667 157.30166699999998 12.850833 16.0 2.106667 68.0 16.331667000000003 72.800441
Ga2Se2 2.726377 1.87 0.37 1.09 199.2275 11.194375 1.5 1.275 61.0 12.96 93.886098
I2Ti1 2.6784310000000002 2.52 1.26 1.143333 452.45 17.12 28.0 1.7733330000000003 92.666667 28.676667 184.397502
Cl2Hf1 1.633318 1.0 1.6733330000000002 1.27 474.866667 11.865833 12.666667 2.106667 68.0 16.331667000000003 100.619963
Br2Hf2N2 2.998918 2.02 0.58 0.8111109999999999 314.983333 7.3831940000000005 21.666667 1.013333 58.333332999999996 9.826667 16.648605
Cl2W1 0.398903 0.01 1.32 1.446667 673.033333 10.840833 13.333332999999998 2.106667 68.0 16.331667000000003 104.67733100000001
I2Pb1 3.0855490000000003 2.34 0.996667 1.275 229.05166699999998 19.023332999999997 8.0 1.7733330000000003 92.666667 28.676667 112.70915500000001
Se2Tl2 0.9498549999999999 0.48 0.465 1.0425 267.75 13.2075 23.5 1.275 72.5 13.455 133.070962
Br6Re2 1.993543 1.44 1.745 1.3475 532.05 12.886875 7.5 2.22 90.0 22.11 162.003489
Ge1I2 2.8271290000000002 2.1 1.103333 1.221667 330.85 18.1725 24.666667 1.7733330000000003 92.666667 28.676667 157.38253
Pd1Se2 1.173222 0.53 0.966667 1.216667 469.341667 11.041667 7.3333330000000005 1.7 80.0 17.28 213.78803599999998
Pb1S2 3.108517 2.28 0.943333 1.248333 229.555 13.280625 16.666667 1.72 70.0 17.19125 112.900999
Cd1Cl2 5.307091000000001 4.01 1.543333 1.335 156.23666699999998 11.415 4.6666669999999995 2.106667 68.0 16.331667000000003 72.516874
Cr1S2 1.516899 0.86 1.166667 1.136667 492.78666699999997 10.460625 2.666667 1.72 70.0 17.19125 190.892791
O2Zr1 3.159884 1.7 1.85 1.368333 372.933333 6.900833 8.0 2.293333 58.333332999999996 7.731667 34.743891999999995
Br2Ca1 5.485206 4.21 1.64 1.153333 274.433333 16.121667000000002 16.666667 1.9733330000000002 80.0 19.653333 119.99149799999999
Br4Pt2 0.9627049999999999 0.24 1.213333 1.366667 428.833333 12.33 2.666667 1.9733330000000002 80.0 19.653333 140.589227
Mn2Se2 2.151554 1.26 0.5 1.025 503.25 9.101897 4.5 1.275 69.5 12.96 186.384998
S1Se1W1 2.161547 1.65 0.07333300000000001 0.8322219999999999 508.59555599999993 7.528542 19.333333 0.86 54.0 8.64 68.448266
H2Mg2O3 3.9432739999999997 2.5 1.1 0.825714 97.067619 4.110714 3.142857 1.474286 40.285714 6.54 3.376181
Sb2Sn1Te4 0.24883899999999998 0.03 0.92 0.688571 247.775238 11.212302000000001 22.571429000000002 1.2 78.85714300000001 19.864762 49.619361
Cl2Se2V2 1.010059 0.19 0.51 0.8155560000000001 316.51111099999997 7.0475 5.6666669999999995 1.053333 51.0 8.64 40.112882
Te2V2 1.1418760000000001 0.6 0.235 0.9325 726.415 11.943333 14.5 1.05 76.5 17.381667 271.464449
Cl2N2Ti2 1.636671 1.27 0.54 0.86 241.738889 6.217361 5.0 1.053333 53.333332999999996 8.165833000000001 15.012897
Hg1I2 2.312622 1.4 1.106667 1.22 168.003333 18.544598 8.666667 1.7733330000000003 92.666667 28.676667 59.950326000000004
Cr1S1Se1 1.409342 0.8 0.306667 0.754444 340.262222 6.988542 6.0 0.86 46.333333 8.64 65.903015
Cl2Rh2Se2 0.635817 0.13 0.293333 0.8877780000000001 322.51111099999997 7.1175 9.333333 1.053333 47.333333 8.64 40.166331
Ge2S2 1.1570340000000001 0.73 0.285 1.1475 399.94 12.197969 8.0 1.29 60.0 12.893436999999999 147.04058899999998
Al2Si2Te6 2.02287 1.34 0.938 0.654 319.23 9.414 28.6 1.26 82.8 20.858 94.104415
Mo1N2 0.010214 0.01 1.306667 1.373333 503.683333 7.537917 9.333333 2.0266669999999998 51.333333 9.845833 40.279452
O2Sn1 4.676701 3.1 1.64 1.473333 102.446667 8.5825 11.333333 2.293333 46.333333 11.095 30.019288
Pb1Se2 2.662941 1.89 0.923333 1.238333 264.768333 13.325 4.6666669999999995 1.7 80.0 17.28 124.511928
I6Tl2 1.716045 1.02 1.59 1.2 217.19375 19.494375 19.5 1.995 104.25 32.26125 96.347925
Br2Ir2O2 1.7157950000000002 0.96 0.413333 0.955556 339.955556 5.866111 23.0 1.146667 47.0 9.826667 14.897247
In2S2 2.4726790000000003 1.64 0.4 1.09 204.5275 12.511719 16.5 1.29 71.0 12.893436999999999 102.001999
Cl2Pt2Se2 0.297548 0.02 0.293333 0.8877780000000001 300.77777799999996 7.2708330000000005 20.333333 1.053333 45.333333 8.64 39.960085
Bi2Pb2Se5 1.319402 0.8 0.967778 0.7944439999999999 176.29703700000002 9.322963 0.666667 1.416667 66.666667 14.4 51.540844
Br2Pt2Se2 0.150799 0.01 0.226667 0.865556 311.244444 7.824444000000001 14.666667000000002 0.986667 45.333333 9.826667 53.109182
Cl2O2W2 0.121396 0.01 0.36 0.995556 435.711111 5.5169440000000005 22.0 1.146667 54.0 8.165833000000001 13.691325
C1F2Si1 3.3806849999999997 1.93 1.515 1.034167 468.083333 3.79125 3.0 1.99 28.5 5.11 24.509473999999997
Cl2O2Rh2 1.829607 1.01 0.386667 0.986667 273.71111099999996 5.249167 12.333333 1.146667 47.333333 8.165833000000001 13.592842999999998
Cl2S2Tl2 1.0022280000000001 0.12 0.513333 0.817778 126.32888899999999 8.577153 21.666667 1.053333 48.333333 8.97 32.88758
Bi2Br2Se2 1.94713 1.15 0.313333 0.836667 144.911111 9.816667 16.333333 0.986667 49.333333 10.983333 43.725003
S2V1 0.425178 0.22 1.176667 1.131667 493.28666699999997 10.763958 3.0 1.72 70.0 17.19125 190.96173100000001
O2W1 2.167451 1.33 1.506667 1.54 634.1 5.71 19.333333 2.293333 54.0 6.07 35.480909000000004
Br2Zr1 1.385669 0.86 1.53 1.208333 443.266667 13.6925 10.0 1.9733330000000002 80.0 19.653333 141.78132
As1B1 1.184402 0.76 0.07 1.055 859.5 7.336875 14.0 1.09 59.5 11.0875 372.210588
Br6Tl2 2.678972 1.76 1.815 1.3125 171.8 14.41875 6.0 2.22 90.0 22.11 83.691029
Mo1S2 2.338151 1.62 1.0 1.22 612.12 11.210625 3.333333 1.72 70.0 17.19125 204.15215600000002
Br2O2Zr2 0.205947 0.01 0.703333 0.8588889999999999 272.066667 6.864444000000001 10.666667 1.146667 58.333332999999996 9.826667 14.827779000000001
I6Rh2 2.296003 1.57 1.425 1.2825 424.69375 17.835625 28.5 1.995 104.25 32.26125 191.031063
Ge1O2 2.888377 1.38 1.623333 1.481667 220.166667 6.869167 5.3333330000000005 2.293333 44.0 7.6683330000000005 33.502256
Cd1Te1 1.967127 1.26 0.205 0.9475 329.22 13.564582999999999 2.0 1.05 72.0 17.381667 163.044099
Hf2Te2 0.222558 0.06 0.4 0.85 807.165 14.240832999999999 10.0 1.05 87.5 17.381667 280.454734
I6Ta2 0.380853 0.09 1.62 1.185 556.31875 18.395625 21.5 1.995 104.25 32.26125 214.479643
Se2Ti1 0.36646799999999996 0.2 1.186667 1.106667 488.166667 11.421667 15.333332999999998 1.7 80.0 17.28 218.243769
S2Sc2 0.929982 0.64 0.61 0.985 550.59 12.005469 2.5 1.29 85.0 12.893436999999999 159.93866599999998
Br6W2 0.505352 0.07 1.63 1.405 561.55 13.06125 7.75 2.22 90.0 22.11 163.965419
O2Pd1 3.124283 1.96 1.56 1.513333 322.941667 5.436667 10.0 2.293333 46.333333 6.07 34.466885
Cl2Zr1 1.613429 1.02 1.6633330000000002 1.275 411.866667 12.031667 2.0 2.106667 68.0 16.331667000000003 98.51214
Hf1I2 0.22207800000000003 0.02 1.34 1.103333 546.616667 18.038332999999998 11.333333 1.7733330000000003 92.666667 28.676667 197.059914
I6Sc2 3.181282 2.39 1.655 1.1675 371.81875 18.91 34.5 1.995 104.25 32.26125 176.93749499999998
Br2Ge1 3.1706380000000003 2.34 1.303333 1.321667 290.5 13.660832999999998 12.666667 1.9733330000000002 80.0 19.653333 123.155525
Pt1Te2 1.1593639999999998 0.61 0.64 1.08 581.12 14.091110999999998 8.666667 1.4 92.0 23.175556 282.06798399999997
Bi2Br2O2 3.3314790000000003 2.41 0.473333 0.9355559999999999 96.111111 7.948333 25.0 1.146667 49.333333 10.983333 13.977829999999999
Br2Co2S2 1.160872 0.38 0.36 0.8244440000000001 269.128889 7.279097 6.3333330000000005 0.986667 42.0 9.826667 48.289803000000006
I2Zr1 1.3834440000000001 0.78 1.33 1.108333 483.616667 18.204167 22.0 1.7733330000000003 92.666667 28.676667 189.13437
Ba1Br2 5.325743 4.2 1.676667 1.135 255.26666699999998 20.425 4.6666669999999995 1.9733330000000002 80.0 21.196667 115.696004
Al2I2O2 3.3062989999999997 2.23 0.61 0.856667 152.791111 7.622222 15.0 1.146667 46.333333 14.338332999999999 15.217623000000001
Br2H4Tb2 2.4539470000000003 1.77 0.7975 0.714167 160.235 6.203889 15.75 1.1 48.5 7.9341669999999995 6.239877
Cl2O2V2 2.889983 1.2 0.603333 0.914444 267.71111099999996 5.179167 5.0 1.146667 51.0 8.165833000000001 13.586717000000002
Al2I6 3.363579 2.42 1.5925 1.19875 261.7525 18.190625 36.5 1.995 104.25 32.26125 129.337185
Sc2Se2 0.833989 0.55 0.595 0.9775 577.0 12.03875 6.5 1.275 85.0 12.96 194.132582
Br2N2Sn2 2.751346 1.86 0.36 0.884444 92.658889 8.614861 14.333332999999998 1.013333 46.333333 11.095 15.430284
In2Se3 1.100894 0.52 0.818 1.121 234.15 12.628 0.8 1.53 72.0 15.552 108.800256
As1Na3 0.7485649999999999 0.29 0.1525 0.62125 275.32625 13.738125 0.0 0.6975 124.5 21.9325 137.648619
Te2Ti2 0.619563 0.27 0.28 0.91 665.915 12.863333 15.0 1.05 80.0 17.381667 263.299944
Cd2P2S6 3.08796 1.96 1.21 0.774667 138.44 7.961724 6.6 1.548 63.0 15.472125 35.132219
Br2Sc2Se2 2.6163060000000002 1.94 0.533333 0.763333 285.977778 8.626111 4.6666669999999995 0.986667 56.666667000000004 9.826667 52.594597
Bi2Cl6 4.184514 3.21 1.865 1.4375 132.4 13.305311999999999 8.0 2.37 76.5 18.373125 66.148301
Al2Br6 5.285419 4.05 1.8175 1.31125 216.35875 13.115 23.0 2.22 90.0 22.11 107.510815
Co1Se2 0.152256 0.01 1.073333 1.163333 459.333333 10.3475 13.666667000000002 1.7 80.0 17.28 211.27043999999998
O2Ti1 2.587488 1.49 1.78 1.403333 341.766667 5.816667 2.0 2.293333 53.333332999999996 6.07 34.580708
Se2Sn1 1.4926540000000001 0.88 1.046667 1.176667 248.846667 14.1875 6.0 1.7 80.0 17.28 111.407078
Cl4Tl2 2.808011 1.84 1.566667 1.323333 153.366667 12.650833 15.666667000000002 2.106667 68.0 16.331667000000003 71.733101
I2Sn1 2.8494349999999997 2.14 1.12 1.213333 213.13 19.885832999999998 18.666667 1.7733330000000003 92.666667 28.676667 101.86281600000001
Pd4Se6Tl2 1.615349 0.88 1.005 0.759444 317.505556 7.416111 3.5 1.275 60.0 12.96 62.157012
Cl2Hf2N2 3.2500240000000002 2.14 0.62 0.833333 304.516667 6.829583 21.666667 1.053333 58.333332999999996 8.165833000000001 15.09185
Al1N1 4.099623 2.9 0.715 1.1625 249.13 7.812188000000001 3.0 1.52 60.5 8.24 29.530408
Br6Sb2 3.899056 2.95 1.7075 1.36625 212.6475 15.0 13.5 2.22 90.0 22.11 105.907983
Cl2Ru1 2.092473 0.82 1.373333 1.42 491.7 10.4175 3.333333 2.106667 68.0 16.331667000000003 101.091723
As2Cl6 5.023137999999999 3.86 1.825 1.4575 200.6 11.958437 4.5 2.37 76.5 18.373125 87.414631
Pt1Se2 1.951036 1.25 0.94 1.23 504.9 11.143333 3.333333 1.7 80.0 17.28 221.92548599999998
Cl6Os2 1.634768 1.08 1.82 1.46 477.6 10.947813 6.25 2.37 76.5 18.373125 111.359454
Br2Rh2Se2 0.5981449999999999 0.11 0.226667 0.865556 332.977778 7.671111 3.666667 0.986667 47.333333 9.826667 53.474111
Bi1I1Te1 2.112308 1.55 0.213333 0.753333 183.767778 12.303148 10.333333 0.886667 49.333333 14.338332999999999 57.415408
Cl2O2Tl2 1.971163 0.97 0.606667 0.913333 89.266667 6.723611 24.333333 1.146667 48.333333 8.97 12.9155
Br2Sr1 6.197787 5.0 1.656667 1.145 263.6 18.865 10.666667 1.9733330000000002 80.0 19.653333 117.64036399999999
Al6I2Te6 2.716149 1.98 0.52 0.656667 255.011429 9.36881 16.714285999999998 0.9 59.14285699999999 14.898570999999999 41.975687
S2Ti1 0.9529280000000001 0.7 1.206667 1.116667 452.953333 11.377292 3.333333 1.72 70.0 17.19125 184.911558
Ag1Bi1P2Se6 2.343373 1.63 1.337 0.59075 134.44825 6.248512 17.4 1.53 72.0 15.552 21.930667
Cl6Fe1Zr1 4.109381 2.98 2.20375 0.921667 207.025 7.537917 9.5 2.37 76.5 18.373125 62.708289
Cl6Sc2 4.701744000000001 3.68 2.03 1.355 291.1 11.965937 7.5 2.37 76.5 18.373125 100.24982800000001
As2S6Sn1Tl2 2.5043279999999997 1.73 1.229091 0.569091 140.21 6.5040059999999995 10.181818 1.407273 57.272727 14.065567999999999 24.344306
C2O2Ti3 0.44464799999999993 0.22 0.322857 0.7904760000000001 646.6 3.788571 7.714286 0.982857 68.57142900000001 7.152857000000001 15.154670999999999
Pb1Se2 0.58433 0.13 0.923333 1.238333 264.768333 13.325 4.6666669999999995 1.7 80.0 17.28 124.511928
P2Si2 2.2499540000000002 1.51 0.145 1.0225 501.075 10.75256 0.5 1.095 55.5 11.285119 133.534177
Bi2Cl6 4.298788 3.37 1.865 1.4375 132.4 13.305311999999999 8.0 2.37 76.5 18.373125 66.148301
Cl4Pt2 1.395134 0.53 1.346667 1.433333 397.433333 10.669167 14.666667000000002 2.106667 68.0 16.331667000000003 97.935151
C1F2Y2 1.9792 1.14 1.104 0.863333 501.866667 5.985666999999999 14.4 1.5919999999999999 76.0 12.946 20.232059
I3P1 3.4249949999999996 2.42 1.4475 1.27125 184.73125 18.951905 36.0 1.995 104.25 32.26125 62.293622
Br6Sc2 3.9523980000000005 3.0 1.88 1.28 326.425 13.834375 21.0 2.22 90.0 22.11 138.47779
Cl6Ir2 3.559311 2.64 1.82 1.46 406.725 10.962812 6.5 2.37 76.5 18.373125 108.337728
Re2Te2 0.160186 0.01 0.1 1.0 1045.415 12.354583 11.5 1.05 75.5 17.381667 298.88620099999997
N2Y1 0.22363400000000003 0.01 1.62 1.216667 320.85 10.317083 8.333333 2.0266669999999998 63.333332999999996 10.788333 39.28002
Al1As1 2.194458 1.27 0.285 0.9475 505.8675 9.66375 10.0 1.09 60.5 11.0875 251.42015899999998
S2Zr1 1.8447930000000001 0.96 1.276667 1.081667 484.12 12.461458 2.666667 1.72 70.0 17.19125 189.67521399999998
Br2Cd1 4.4374839999999995 3.31 1.41 1.268333 187.636667 13.075833 7.3333330000000005 1.9733330000000002 80.0 19.653333 93.528081
Te1Zn1 2.5779080000000003 1.87 0.225 0.9375 353.835 12.180833 11.0 1.05 69.0 17.381667 176.83812
Hf1Se2 1.658007 0.89 1.266667 1.066667 582.333333 12.34 1.333333 1.7 80.0 17.28 236.207594
I2Mn1 3.381322 1.86 1.256667 1.145 382.116667 16.086264 27.0 1.7733330000000003 92.666667 28.676667 170.868452
Al2Se2 2.748789 2.01 0.47 1.04 356.8675 10.6 10.5 1.275 60.5 12.96 161.52149599999998
Au1O2 0.037663 0.01 1.446667 1.57 241.155 5.818333 21.0 2.293333 45.333333 6.07 33.766058
Cl2Ga2S2 2.514987 1.51 0.45 0.838889 95.874444 7.682430999999999 5.0 1.053333 40.666667 8.595625 28.480907000000002
Ir2Se2 1.329458 0.66 0.175 1.1875 808.25 10.0325 21.5 1.275 70.5 12.96 209.25858300000002
Cl2Ti1 1.367615 0.78 1.5933329999999999 1.31 380.7 10.9475 4.0 2.106667 68.0 16.331667000000003 97.211453
Br2Pb1 4.062821 3.21 1.196667 1.375 188.701667 14.511667000000001 4.0 1.9733330000000002 80.0 19.653333 94.000311
Br2Pd1 0.991008 0.23 1.24 1.353333 393.275 12.228333000000001 8.0 1.9733330000000002 80.0 19.653333 137.279029
Mo2O2 0.190398 0.01 0.64 1.4 737.7 6.19875 17.0 1.72 77.0 7.845 26.891147999999998
I6Nb2 0.691705 0.43 1.595 1.1975 488.81875 18.403125 29.5 1.995 104.25 32.26125 204.03220100000001
I2V1 2.9283900000000003 2.57 1.23 1.158333 492.783333 16.506667 27.666666999999997 1.7733330000000003 92.666667 28.676667 190.413535
Cl2Cr2S2 1.9888759999999999 0.85 0.5 0.8222219999999999 304.44 6.8304860000000005 2.666667 1.053333 46.333333 8.595625 37.617382
Ag2Bi2O4 3.240909 2.29 1.2375 0.9025 157.410833 5.624167 16.75 1.72 37.0 8.2375 21.239116
Te2Zr1 1.003659 0.4 0.956667 0.921667 595.553333 15.453610999999999 21.333333 1.4 92.0 23.175556 286.907877
Al2S2 2.968552 2.1 0.485 1.0475 330.4575 10.566719 1.5 1.29 60.5 12.893436999999999 137.128984
Cl2Er2O2 6.828645 5.32 0.733333 0.8711110000000001 221.822222 7.131944 20.0 1.146667 63.0 10.195 13.527779999999998
Co2I6 1.9020759999999999 1.14 1.525 1.2325 366.06875 17.41125 33.0 1.995 104.25 32.26125 175.159413
C1F2Sc2 1.991596 1.29 1.082 0.882 503.866667 4.635 7.2 1.5919999999999999 68.0 8.894 20.236764
Cl6Mn2 2.874908 1.5 1.9825 1.37875 254.225 10.497511 6.5 2.37 76.5 18.373125 96.123168
Al2I2S2 2.589013 1.76 0.35 0.761111 189.85333300000002 9.475764 13.333332999999998 0.886667 46.333333 14.338332999999999 53.494386
N2Sn2 1.146141 0.51 0.54 1.25 142.0325 12.013437 21.5 1.52 69.5 16.6425 28.026415000000004
Cl2Sc2Se2 2.502127 1.84 0.6 0.785556 275.51111099999997 8.0725 5.6666669999999995 1.053333 56.666667000000004 8.64 39.668064
Br4Nb2Se4 2.056295 1.42 0.8640000000000001 0.841333 284.64 8.598666999999999 5.8 1.1840000000000002 48.0 11.792 61.408168
